title_year,budget,movie_title,gross
2015,2000000,'The Curse of Downers Grove',0
2015,2000000,'Wind Walkers',0
2016,2000000,'The Wrong Side of Right',0
2015,2000000,'Shark Lake',0
2010,1987650,'Buried',1044143
2015,1950000,'The Marine 4',0
1987,1900000,'River's Edge',4600000
2008,1900000,'Man on Wire',2962242
2010,1900000,'Nowhere Boy',1445366
2003,1900000,'Northfork',1420578
2015,1900000,'Brotherly Love',478595
2011,1900000,'Submarine',467602
2010,1900000,'The Square',406216
2013,1900000,'ABCD (Any Body Can Dance)',222098
2007,1900000,'Chacun sa nuit',18435
2013,1900000,'Stranded',0
2015,1900000,'Vaalu',0
2010,1800000,'The Last Exorcism',41034350
1976,1800000,'Carrie',25878153
1984,1800000,'A Nightmare on Elm Street',25504513
2012,1800000,'Beasts of the Southern Wild',12795746
1964,1800000,'Dr. Strangelove',9164370
1973,1800000,'Battle for the Planet of the Apes',8800000
1951,1800000,'A Streetcar Named Desire',8000000
1968,1800000,'Hang 'em High',6800000
2002,1800000,'El crimen de padre Amaro',5719000
2001,1800000,'Songcatcher',3050934
2011,1800000,'Higher Ground',841056
2011,1800000,'POM Wonderful Presents: The Greatest Movie Ever Sold',638476
2005,1800000,'Travellers and Magicians',506793
1993,1800000,'Ed and his Dead Mother',673
2009,1800000,'Deadline',0
2007,1800000,'Sublime',0
2012,1800000,'Dysfunctional Friends',0
2013,1800000,'Independence Daysaster',0
2014,1800000,'Against the Wild',0
2015,1800000,'Beginners Guide to Sex',0
1999,1750000,'Lola rennt',7267324
2003,1750000,'May',145540
2010,1750000,'I Spit on Your Grave',93051
2013,1750000,'Living Dark: The Story of Ted the Caver',0
2001,1700000,'In the Bedroom',35930604
2008,1700000,'La misma luna',12590147
1972,1700000,'Conquest of the Planet of the Apes',9700000
2014,1700000,'The Lunchbox',4231500
2013,1700000,'Grace Unplugged',2507159
1999,1700000,'Happy, Texas'',2039192
2005,1700000,'My Summer of Love',1000915
2005,1700000,'Yes',396035
1953,1650000,'From Here to Eternity',30500000
1938,1644000,'You Can't Take It With You',4000000
1999,1600000,'Foolish',6026908
1949,1600000,'She Wore a Yellow Ribbon',5400000
1974,1600000,'The Conversation',4420000
2010,1600000,'N-Secure',2595644
2008,1600000,'Sukkar banat',1060591
1989,1600000,'Out of the Dark',419428
2006,1600000,'Bubble',145382
2005,1600000,'Dil Jo Bhi Kahey...',129319
1999,1600000,'Mississippi Mermaid',27795
2005,1600000,'I Love Your Work',3264
2011,1500000,'Insidious',54009150
2003,1500000,'Cabin Fever',21158188
2007,1500000,'Waitress',19097550
1989,1500000,'Kickboxer',14533681
1988,1500000,'Bloodsport',11806119
1939,1500000,'Mr. Smith Goes To Washington',9000000
1995,1500000,'Kids',7412216
2005,1500000,'The Squid and the Whale',7372734
2002,1500000,'Kissing Jessica Stein',7025722
1945,1500000,'Spellbound',7000000
1979,1500000,'Dawn of the Dead',5100000
1994,1500000,'Exotica',5046118
2013,1500000,'The To Do List',3491669
2013,1500000,'The Gatekeepers',2408553
1998,1500000,'Buffalo '66',2380606
1984,1500000,'Repo Man',2300000
1985,1500000,'Blood Simple',1690913
2002,1500000,'Nueve Reinas',1222889
2013,1500000,'The Lords of Salem',1165881
2005,1500000,'The Ballad of Jack and Rose',712294
2015,1500000,'Unsullied',510957
1994,1500000,'Killing Zoe',418953
2002,1500000,'The Believer',406035
2008,1500000,'Snow Angels',402858
2001,1500000,'Session 9',378176
2011,1500000,'MOOZ-lum',362239
2007,1500000,'I Want Someone To Eat Cheese With',194568
2011,1500000,'Amigo',184705
2007,1500000,'Hatchet',175281
2008,1500000,'My Name is Bruce',173066
1936,1500000,'Modern Times',163245
2007,1500000,'The Salon',139084
2002,1500000,'Stolen Summer',119841
2015,1500000,'Road Hard',113169
2005,1500000,'Forty Shades of Blue',75828
2009,1500000,'Trucker',52429
2009,1500000,'Pontypool',3865
2015,1500000,'Me, You and Five Bucks'',2105
2014,1500000,'Housebound',0
2005,1500000,'Wal-Mart: The High Cost of Low Price',0
2006,1500000,'Fetching Cody',0
2011,1500000,'The Lion of Judah',0
2014,1500000,'Once Upon a Time in Queens',0
2015,1500000,'Girlhouse',0
2015,1500000,'Closer to the Moon',0
2015,1500000,'Mutant World',0
2015,1500000,'#Horror',0
2015,1500000,'Checkmate',0
1937,1488000,'Snow White and the Seven Dwarfs',184925485
1968,1455000,'Shalako',2620000
2005,1400000,'Holy Girl',304124
2014,1400000,'La chambre bleue',260441
2004,1400000,'Incident at Loch Ness',36830
2013,1400000,'Eddie: The Sleepwalking Cannibal',1632
2014,1400000,'Kurmanjan datka',0
2015,1400000,'One Shot',0
2014,1400000,'House at the End of the Drive',0
2001,1377800,'Batman - The Movie',0
1999,1350000,'Lock, Stock and Two Smoking Barrels'',3897569
1983,1305000,'The Ballad of Gregorio Cortez',909000
1936,1300000,'San Francisco',2868000
1998,1300000,'Festen',1647780
1996,1300000,'Trees Lounge',749741
2009,1300000,'The Girlfriend Experience',695840
2007,1300000,'Journey from the Fall',635305
2000,1300000,'The Basket',609042
2015,1300000,'Above and Beyond',288751
1985,1300000,'Def-Con 4',210904
2005,1300000,'Neal n' Nikki',100358
2003,1300000,'The Hebrew Hammer',77755
2014,1300000,'Los insolitos peces gato',11278
2006,1300000,'Simon',4055
2011,1300000,'Forget Me Not',0
2009,1300000,'The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It',0
2015,1300000,'The Algerian',0
1940,1288000,'Rebecca',6000000
1981,1250000,'Friday the 13th Part 2',21722776
1945,1250000,'The Lost Weekend',11000000
1984,1250000,'C.H.U.D.',4700000
2013,1250000,'Filly Brown',2850357
1953,1250000,'Niagara',2500000
1941,1250000,'How Green Was My Valley',0
2015,1250000,'Da Sweet Blood of Jesus',0
1975,1200000,'The Rocky Horror Picture Show',140241017
2004,1200000,'Saw',55968727
1989,1200000,'Sex, Lies, and Videotape'',24741667
2002,1200000,'Super Troopers',18492362
2002,1200000,'Monsoon Wedding',13876974
2000,1200000,'You Can Count on Me',9180275
1951,1200000,'Strangers on a Train',7000000
1955,1200000,'The Trouble With Harry',7000000
1967,1200000,'Il buono, il brutto, il cattivo'',6100000
2003,1200000,'The Day the Earth Stood Still',3700000
2013,1200000,'Home Run',2859955
1992,1200000,'Reservoir Dogs',2832029
2000,1200000,'But I'm a Cheerleader',2205627
1956,1200000,'The Wrong Man',2000000
1976,1200000,'The Blue Bird',887000
2012,1200000,'Blue Like Jazz',595018
2015,1200000,'Que Horas Ela Volta?',376976
1982,1200000,'Q',255000
2003,1200000,'Down & Out with the Dolls',58936
2012,1200000,'Pink Ribbons, Inc.'',26608
2011,1200000,'Certifiably Jonathan',7826
2015,1200000,'La navaja de Don Juan',4254
2008,1200000,'Extreme Movie',0
1936,1200000,'Charge of the Light Brigade, The'',0
2004,1200000,'Grand Theft Parsons',0
2012,1200000,'Below Zero',0
2012,1200000,'Crowsnest',0
2012,1200000,'Airborne',0
2014,1200000,'Cotton Comes to Harlem',0
2015,1200000,'Bleeding Hearts',0
2013,1200000,'The Wicked Within',0
2014,1150000,'God\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Not Dead',60755732
2005,1125000,'Waiting...',16124543
2006,1125000,'Dead Man's Shoes',6408
2005,1100000,'Wolf Creek',16186348
2012,1100000,'Serbuan maut',4105123
1987,1100000,'The Offspring',1355728
2002,1100000,'Sex with Strangers',247740
2012,1100000,'Beyond the Black Rainbow',56491
2003,1100000,'Dracula: Pages from a Virgin's Diary',39659
2014,1100000,'The Sleepwalker',2636
2015,1100000,'Departure',0
2009,1100000,'Faith Like Potatoes',0
2010,1100000,'Lake Mungo',0
2015,1100000,'Silent Running',0
2010,1100000,'Dead Undead The',0
2013,1100000,'The Vatican Exorcisms',0
2009,1070000,'Rocket Singh: Salesman of the Year',164649
1943,1039000,'Casablanca',10462500
1976,1000000,'Rocky',117235147
2012,1000000,'The Devil Inside',53261944
1963,1000000,'Tom Jones',37600000
2015,1000000,'Unfriended',32482090
1976,1000000,'Taxi Driver',28262574
2006,1000000,'An Inconvenient Truth',24146161
1980,1000000,'The Fog',21378361
2012,1000000,'Chernobyl Diaries',18119640
1981,1000000,'The Howling',17985000
1963,1000000,'Dr. No',16067035
1987,1000000,'Hellraiser',14564000
2005,1000000,'Cry Wolf',10047674
2000,1000000,'Godzilla 2000',10037390
2010,1000000,'Blue Valentine',9737892
2005,1000000,'Transamerica',9015303
1970,1000000,'Beyond the Valley of the Dolls',9000000
1956,1000000,'Love Me Tender',9000000
1949,1000000,'Sands of Iwo Jima',7800000
2015,1000000,'The Green Inferno',7192291
2012,1000000,'The Sessions',6002451
2008,1000000,'Shine a Light',5505267
2012,1000000,'October Baby',5355847
2014,1000000,'The Skeleton Twins',5284309
2013,1000000,'20 Feet From Stardom',4946250
2009,1000000,'Food, Inc.'',4417674
1998,1000000,'Next Stop, Wonderland'',3395581
2014,1000000,'Obvious Child',3122616
2011,1000000,'Martha Marcy May Marlene',2981038
2005,1000000,'Junebug',2678010
2008,1000000,'Frozen River',2511476
2001,1000000,'The Sidewalks of New York',2402459
1998,1000000,'Two Girls and a Guy',2057193
2000,1000000,'The Broken Hearts Club: A Romantic Comedy',1744858
2006,1000000,'Who Killed the Electric Car?',1678874
1996,1000000,'Walking and Talking',1287480
2003,1000000,'Bubba Ho-Tep',1239183
2001,1000000,'No Man's Land',1067481
1998,1000000,'Slam',1009819
2001,1000000,'Brigham City',852206
2000,1000000,'Panic',779137
2014,1000000,'Palo Alto',767732
2000,1000000,'Fiza',623791
2010,1000000,'Ajami',621859
1998,1000000,'Orgazmo',582024
2011,1000000,'The Future',568662
2003,1000000,'All the Real Girls',549666
1997,1000000,'Dream With The Fishes',542909
2013,1000000,'The Act of Killing',486919
2003,1000000,'Blue Car',464126
2007,1000000,'Wristcutters: A Love Story',446165
2000,1000000,'Luminarias',428535
2014,1000000,'I Origins',336472
2014,1000000,'Antarctica: A Year on Ice',288757
2003,1000000,'The Battle of Shaker Heights',280351
2008,1000000,'Taxi to the Dark Side',274661
2004,1000000,'Guiana 1838',227241
2002,1000000,'Love Lisa',213137
2006,1000000,'Once in a Lifetime: the Extraordinary Story of the New York Cosmos',144601
2001,1000000,'Lisa Picard is Famous',113433
2015,1000000,'Beyond the Brick: A LEGO Brickumentary',101531
2009,1000000,'The House of the Devil',101215
2012,1000000,'Hardflip',96734
2016,1000000,'Creative Control',63014
2005,1000000,'Chocolate: Deep Dark Secrets',49000
2011,1000000,'The Perfect Host',48764
1998,1000000,'The Last Big Thing',22434
1998,1000000,'Safe Men',21210
2001,1000000,'Speedway Junky',17127
2015,1000000,'Hits',15156
2000,1000000,'The Specials',12996
2010,1000000,'16 to Life',11574
2007,1000000,'Alone with Her',10787
2008,1000000,'Special',7202
2015,1000000,'The Sisterhood of Night',6870
1999,1000000,'Sparkler',5494
2005,1000000,'The Helix...  Loaded',3700
2015,1000000,'Childless',1036
2006,1000000,'In Her Line of Fire',884
2002,1000000,'The Jimmy Show',703
2013,1000000,'Heli',0
2015,1000000,'Karachi se Lahore',0
2006,1000000,'Loving Annabelle',0
2009,1000000,'Frat Party',0
2006,1000000,'Jimmy and Judy',0
2003,1000000,'The Party's Over',0
2009,1000000,'The Poker House',0
2005,1000000,'Proud',0
2008,1000000,'Steppin: The Movie',0
2010,1000000,'Zombies of Mass Destruction',0
2012,1000000,'Snow White: A Deadly Summer',0
2012,1000000,'Truth or Die',0
2013,1000000,'Black Rock',0
2014,1000000,'Hidden Away',0
2013,1000000,'My Last Day Without You',0
2013,1000000,'Zombie Hunter',0
2014,1000000,'Doc Holliday's Revenge',0
2014,1000000,'A Fine Step',0
2015,1000000,'Fear Clinic',0
2015,1000000,'The Pet',0
2014,1000000,'Bang Bang Baby',0
2016,1000000,'1982',0
2015,1000000,'The Horror Network',0
2016,1000000,'Chemical Cut',0
2015,1000000,'American Hero',0
2015,1000000,'Por amor en el caserio',0
2007,989000,'And Then Came Love',8158
2006,950000,'Hard Candy',1024640
2002,950000,'Charly',814666
2010,950000,'Trance',0
2014,950000,'Banshee Chapter',0
2014,950000,'Jesse',0
2015,950000,'Ask Me Anything',0
2012,930000,'L!fe Happens',30905
2014,913000,'Food Chains',0
1954,910000,'On the Waterfront',9600000
2013,900000,'Fruitvale Station',16098998
2008,900000,'4 luni, 3 saptamani si 2 zile'',1196321
2011,900000,'Circumstance',454121
2006,900000,'The Quiet',381420
2013,900000,'The Brass Teapot',6997
2014,900000,'40 Weeks',0
2015,900000,'Le bonheur d'Elza',0
1942,858000,'Bambi',102797000
2012,850000,'For a Good Time, Call'',1251749
2004,850000,'Latter Days',833118
2008,850000,'The Hammer',442638
2015,850000,'Windsor Drive',3256
2012,850000,'Snitch',0
2008,850000,'Harrison Montgomery',0
2012,840000,'Celeste and Jesse Forever',3103407
2002,825000,'Time Changer',1500711
2009,825000,'London to Brighton',0
2009,820000,'Crying With Laughter',0
2011,800000,'Jodaeiye Nader az Simin',7098492
1996,800000,'Welcome to the Dollhouse',4198137
2003,800000,'Raising Victor Vargas',2073984
1993,800000,'Ruby in Paradise',1001437
2002,800000,'Pandora's Box',881950
2007,800000,'Cama adentro',200433
2000,800000,'Deterrence',144583
2004,800000,'The Mudge Boy',62544
2003,800000,'The Young Unknowns',58163
2009,800000,'Dod sno',46742
2014,800000,'Not Cool',35688
2012,800000,'Kill List',29063
2015,800000,'Vessel',0
2004,780000,'Saints and Soldiers',1310470
1973,777000,'American Graffiti',115000000
2006,775000,'Iraq for Sale: The War Profiteers',0
2011,750000,'Kevin Hart: Laugh at My Pain',7706436
2007,750000,'Aqua Teen Hunger Force Colon Movie Film for Theaters',5520368
2012,750000,'Safety Not Guaranteed',4010957
2012,750000,'The Innkeepers',78396
2014,750000,'Il conformista',59656
2002,750000,'Interview with the Assassin',47329
2005,750000,'Undead',41196
2009,750000,'Donkey Punch',19367
2013,750000,'All the Boys Love Mandy Lane',0
2014,750000,'Destiny',0
2009,750000,'Bled',0
2016,750000,'Adulterers',0
1968,747000,'La mari\xc3\x83\xc2\xa9e \xc3\x83\xc2\xa9tait en noir ',44566
1952,730000,'High Noon',8000000
1994,700000,'Hoop Dreams',7768371
2005,700000,'Rize',3278611
2006,700000,'Half Nelson',2697938
2001,700000,'L.I.E.',1140965
1999,700000,'Naturally Native',10508
2010,700000,'B-Girl',0
2015,700000,'Walter',0
1933,672000,'King Kong',10000000
1953,658000,'House of Wax',23800000
1998,650000,'Hav Plenty',2301777
2013,650000,'Escape from Tomorrow',171962
2012,650000,'After',0
2014,650000,'The Hadza: Last of the First',0
2009,640000,'Starsuckers',0
2013,625000,'Treachery',0
1935,609000,'Top Hat',1782000
1999,600000,'The Blair Witch Project',140539099
1970,600000,'Woodstock',34505110
1977,600000,'The Kentucky Fried Movie',15000000
1967,600000,'Per qualche dollaro in pi\xc3\x83\xc2\xb9',4300000
2000,600000,'Mercy Streets',173599
2014,600000,'Water & Power',42557
2007,600000,'Arnolds Park',23616
1999,600000,'Broken Vessels',15030
2016,600000,'They Will Have to Kill Us First',0
2002,600000,'Crop Circles: Quest for Truth',0
2014,600000,'The Maid's Room',0
2014,600000,'Light from the Darkroom',0
2015,600000,'Irreplaceable',0
1964,560000,'A Hard Day's Night',1537860
2011,560000,'The Harvest/La Cosecha',3709
2015,560000,'Julija in alfa Romeo',0
1931,558000,'Mata Hari',900000
1980,550000,'Friday the 13th',39754601
1984,550000,'Love Letters',5269990
2014,550000,'Faith Connections',9111
2012,546173,'High Road',0
2008,500000,'Fireproof',33456317
1974,500000,'Benji',31559560
2004,500000,'Open Water',30500882
1977,500000,'Kingdom of the Spiders',17000000
2005,500000,'Mad Hot Ballroom',8117961
2003,500000,'The Station Agent',5801558
2010,500000,'To Save a Life',3777210
2006,500000,'Wordplay',3121270
1999,500000,'Beyond the Mat',2047570
2002,500000,'The Singles Ward',1250798
2011,500000,'Sholem Aleichem: Laughing in the Darkness',1131261
2004,500000,'Osama',1127331
2000,500000,'Groove',1115313
2003,500000,'The R.M.',1111615
1999,500000,'Twin Falls Idaho',985341
2004,500000,'Mean Creek',603951
2013,500000,'Drinking Buddies',343706
1998,500000,'Hurricane Streets',334041
2002,500000,'Never Again',307631
1956,500000,'Shichinin no samurai',271736
2003,500000,'Civil Brand',254293
2010,500000,'Monsters',237301
2006,500000,'Lonesome Jim',154187
2013,500000,'Deceptive Practice: The Mysteries and Mentors of Ricky Jay',152449
2012,500000,'The Other Dream Team',134109
2011,500000,'Rubber',100370
1991,500000,'Johnny Suede',55000
2007,500000,'Finishing the Game',52850
2008,500000,'Kiss the Bride',32033
2003,500000,'The Journey',19800
2009,500000,'Home',15433
2003,500000,'The Slaughter Rule',13134
2010,500000,'The Living Wake',12232
2009,500000,'Scott Walker: 30 Century Man',6840
2005,500000,'The Californians',4134
2014,500000,'Born to Fly: Elizabeth Streb vs. Gravity',1822
2013,500000,'Detention of the Dead',1778
2006,500000,'Fengkuang de Shitou',0
2013,500000,'Now is Good',0
2001,500000,'Everything Put Together',0
2010,500000,'Drones',0
2012,500000,'Enter Nowhere',0
2012,500000,'Girls Gone Dead',0
2005,500000,'Insomnia Manica',0
2014,500000,'America Is Still The Place',0
2015,500000,'The Outrageous Sophie Tucker',0
2015,500000,'Subconscious',0
2015,500000,'Roadside',0
2014,500000,'Diamond Rufff',0
2015,500000,'Love in the Time of Monsters',0
2012,500000,'El rey de Najayo',0
2014,500000,'Fight to the Finish',0
2013,500000,'Bucky and the Squirrels',0
1990,500000,'Going Under',0
2015,500000,'Crossroads',0
2015,500000,'Alleluia! The Devil's Carnival',0
2015,500000,'Brooklyn Bizarre',0
2016,500000,'Crabs!',0
2014,500000,'The Sound and the Shadow',0
2015,500000,'Rodeo Girl',0
2015,500000,'The Little Ponderosa Zoo',0
1984,475000,'The Toxic Avenger',0
2009,450000,'Paranormal Activity',107918810
1991,450000,'Straight out of Brooklyn',2712293
2006,450000,'Brick',2075743
1997,450000,'Sunday',410919
2006,450000,'Conversations with Other Women',379418
2015,450000,'Siakh lokhamim: ha'slilim ha'gnouzim',41260
2008,450000,'Poultrygeist: Night of the Chicken Dead',13804
2014,450000,'As It Is in Heaven',13486
